"","Department","Position","Place.of.Residence","PositionID"
"41214","University of Northern Iowa","DINING ASSISTANT","PAGE",41214
"41215","University of Northern Iowa","DINING ASSISTANT","PALO ALTO",41215
"41216","University of Northern Iowa","DINING ASSISTANT","PLYMOUTH",41216
"41217","University of Northern Iowa","DINING ASSISTANT","POCAHONTAS",41217
"41218","University of Northern Iowa","DINING ASSISTANT","POLK",41218
"41219","University of Northern Iowa","DINING ASSISTANT","POTTAWATTAM",41219
"41220","University of Northern Iowa","DINING ASSISTANT","POWESHIEK",41220
"41221","University of Northern Iowa","DINING ASSISTANT","RAMSEY",41221
"41222","University of Northern Iowa","DINING ASSISTANT","ROCK ISLAND",41222
"41223","University of Northern Iowa","DINING ASSISTANT","SAC",41223
"41224","University of Northern Iowa","DINING ASSISTANT","SCOTT",41224
"41225","University of Northern Iowa","DINING ASSISTANT","SIOUX",41225
"41226","University of Northern Iowa","DINING ASSISTANT","ST LOUIS",41226
"41227","University of Northern Iowa","DINING ASSISTANT","STEPHENSON",41227
"41228","University of Northern Iowa","DINING ASSISTANT","STORY",41228
"41229","University of Northern Iowa","DINING ASSISTANT","TAMA",41229
"41230","University of Northern Iowa","DINING ASSISTANT","WAPELLO",41230
"41231","University of Northern Iowa","DINING ASSISTANT","WARREN",41231
"41232","University of Northern Iowa","DINING ASSISTANT","WASATCH",41232
"41233","University of Northern Iowa","DINING ASSISTANT","WASHINGTON",41233
"41234","University of Northern Iowa","DINING ASSISTANT","WAYNE",41234
"41235","University of Northern Iowa","DINING ASSISTANT","WEBSTER",41235
"41236","University of Northern Iowa","DINING ASSISTANT","WHITESIDE",41236
"41237","University of Northern Iowa","DINING ASSISTANT","WINNEBAGO",41237
"41238","University of Northern Iowa","DINING ASSISTANT","WINNESHIEK",41238
"41239","University of Northern Iowa","DINING ASSISTANT","WOODBURY",41239
"41240","University of Northern Iowa","DINING ASSISTANT","WRIGHT",41240
"41241","University of Northern Iowa","DINING SUPERVISOR","BLACK HAWK",41241
"41242","University of Northern Iowa","DINING SUPERVISOR","BOONE",41242
"41243","University of Northern Iowa","DINING SUPERVISOR","BUCHANAN",41243
"41244","University of Northern Iowa","DINING SUPERVISOR","CLAY",41244
"41245","University of Northern Iowa","DINING SUPERVISOR","DELAWARE",41245
"41246","University of Northern Iowa","DINING SUPERVISOR","DICKINSON",41246
"41247","University of Northern Iowa","DINING SUPERVISOR","DUBUQUE",41247
"41248","University of Northern Iowa","DINING SUPERVISOR","FAYETTE",41248
"41249","University of Northern Iowa","DINING SUPERVISOR","JOHNSON",41249
"41250","University of Northern Iowa","DINING SUPERVISOR","JONES",41250
"41251","University of Northern Iowa","DINING SUPERVISOR","LINN",41251
"41252","University of Northern Iowa","DINING SUPERVISOR","MAHASKA",41252
"41253","University of Northern Iowa","DINING SUPERVISOR","O BRIEN",41253
"41254","University of Northern Iowa","DINING SUPERVISOR","SCOTT",41254
"41255","University of Northern Iowa","DINING UNIT MANAGER","BLACK HAWK",41255
"41256","University of Northern Iowa","DINING UNIT MANAGER","BUTLER",41256
"41257","University of Northern Iowa","DINING UNIT MANAGER","TAMA",41257
"41258","University of Northern Iowa","DIR ACADEMIC ASSESSMEN","BLACK HAWK",41258
"41259","University of Northern Iowa","DIR AF TECHNOLOGY SERV","BLACK HAWK",41259
"41260","University of Northern Iowa","DIR BUS OPS/CONTROLLER","GRUNDY",41260
"41261","University of Northern Iowa","DIR CAREER SVCS/COMM C","BLACK HAWK",41261
"41262","University of Northern Iowa","DIR CBA UNDERGRADUATE","BLACK HAWK",41262
"41263","University of Northern Iowa","DIR CONTINUING & DISTA","BLACK HAWK",41263
"41264","University of Northern Iowa","DIR CORPORATE & FOUNDA","BLACK HAWK",41264
"41265","University of Northern Iowa","DIR FINANCIAL SERVICES","BUCHANAN",41265
"41266","University of Northern Iowa","DIR GEOTREE","BLACK HAWK",41266
"41267","University of Northern Iowa","DIR INDIVIDUAL STUDIES","BLACK HAWK",41267
"41268","University of Northern Iowa","DIR INSTITUTIONAL RESE","BLACK HAWK",41268
"41269","University of Northern Iowa","DIR MVP LEADERSHIP INS","BLACK HAWK",41269
"41270","University of Northern Iowa","DIR MVP LEADERSHIP INS","WOODBURY",41270
"41271","University of Northern Iowa","DIR NETWORK OPS & MGR,","BLACK HAWK",41271
"41272","University of Northern Iowa","DIR OF IA MATH SCIENCE","BLACK HAWK",41272
"41273","University of Northern Iowa","DIR OF MARKETING & OPE","BLACK HAWK",41273
"41274","University of Northern Iowa","DIR OPERATIONS/VOLLEYB","GRUNDY",41274
"41275","University of Northern Iowa","DIR PANTHER SCHOLARSHI","BLACK HAWK",41275
"41276","University of Northern Iowa","DIR PRICE LAB SCHOOL/C","BLACK HAWK",41276
"41277","University of Northern Iowa","DIR PRICE LAB SCHOOL/C","DICKINSON",41277
"41278","University of Northern Iowa","DIR STUDY ABROAD PROGR","BLACK HAWK",41278
"41279","University of Northern Iowa","DIR/COMMUNITY ATHLETIC","BLACK HAWK",41279
"41280","University of Northern Iowa","DIRECTOR","ATHENS",41280
"41281","University of Northern Iowa","DIRECTOR","BLACK HAWK",41281
"41282","University of Northern Iowa","DIRECTOR","BREMER",41282
"41283","University of Northern Iowa","DIRECTOR","BUCHANAN",41283
"41284","University of Northern Iowa","DIRECTOR","BUTLER",41284
"41285","University of Northern Iowa","DIRECTOR","DELAWARE",41285
"41286","University of Northern Iowa","DIRECTOR","ETOWAH",41286
"41287","University of Northern Iowa","DIRECTOR","GRANT",41287
"41288","University of Northern Iowa","DIRECTOR","GRUNDY",41288
"41289","University of Northern Iowa","DIRECTOR","HARDIN",41289
"41290","University of Northern Iowa","DIRECTOR","LINN",41290
"41291","University of Northern Iowa","DIRECTOR","MARICOPA",41291
"41292","University of Northern Iowa","DIRECTOR","MITCHELL",41292
"41293","University of Northern Iowa","DIRECTOR","STORY",41293
"41294","University of Northern Iowa","DIRECTOR","TAMA",41294
"41295","University of Northern Iowa","DIRECTOR & ASSOC PROFE","BLACK HAWK",41295
"41296","University of Northern Iowa","DIRECTOR & ASSOC PROFE","BREMER",41296
"41297","University of Northern Iowa","DIRECTOR & ASST PROFES","BLACK HAWK",41297
"41298","University of Northern Iowa","DIRECTOR & IT SECURITY","BLACK HAWK",41298
"41299","University of Northern Iowa","DIRECTOR & PARENT COOR","BLACK HAWK",41299
"41300","University of Northern Iowa","DIRECTOR & PROFESSOR","BLACK HAWK",41300
"41301","University of Northern Iowa","DIRECTOR & PROFESSOR","JOHNSON",41301
"41302","University of Northern Iowa","DIRECTOR ADVANCE IOWA","BREMER",41302
"41303","University of Northern Iowa","DIRECTOR ADVANCEMENT C","BLACK HAWK",41303
"41304","University of Northern Iowa","DIRECTOR ADVANCEMENT R","BLACK HAWK",41304
"41305","University of Northern Iowa","DIRECTOR AMERICAN HUMA","BLACK HAWK",41305
"41306","University of Northern Iowa","DIRECTOR BUDGET DEVELO","BLACK HAWK",41306
"41307","University of Northern Iowa","DIRECTOR CAMPUS RECREA","BLACK HAWK",41307
"41308","University of Northern Iowa","DIRECTOR CDE & INDIVID","BLACK HAWK",41308
"41309","University of Northern Iowa","DIRECTOR COLLEGIATE DE","BLACK HAWK",41309
"41310","University of Northern Iowa","DIRECTOR CULTURE & INT","BLACK HAWK",41310
"41311","University of Northern Iowa","DIRECTOR DEVELOPMENT C","BLACK HAWK",41311
"41312","University of Northern Iowa","DIRECTOR FIELD INSTRUC","BLACK HAWK",41312
"41313","University of Northern Iowa","DIRECTOR FIELD INSTRUC","BUCHANAN",41313
"41314","University of Northern Iowa","DIRECTOR FOR DEVELOPME","BLACK HAWK",41314
"41315","University of Northern Iowa","DIRECTOR FOUNDATION AC","BREMER",41315
"41316","University of Northern Iowa","DIRECTOR GRANTS & EXTE","BLACK HAWK",41316
"41317","University of Northern Iowa","DIRECTOR I","CLAYTON",41317
"41318","University of Northern Iowa","DIRECTOR IOWA MATH & S","BLACK HAWK",41318
"41319","University of Northern Iowa","DIRECTOR MCC","TAMA",41319
"41320","University of Northern Iowa","DIRECTOR OF ACADEMIC A","BLACK HAWK",41320
"41321","University of Northern Iowa","DIRECTOR OF ADMISSIONS","BLACK HAWK",41321
"41322","University of Northern Iowa","DIRECTOR OF ANNUAL GIV","BALTIMORE (",41322
"41323","University of Northern Iowa","DIRECTOR OF ANNUAL GIV","BLACK HAWK",41323
"41324","University of Northern Iowa","DIRECTOR OF ANNUAL GIV","BREMER",41324
"41325","University of Northern Iowa","DIRECTOR OF ATHLETIC C","BLACK HAWK",41325
"41326","University of Northern Iowa","DIRECTOR OF ATHLETIC M","BLACK HAWK",41326
"41327","University of Northern Iowa","DIRECTOR OF CAMPAIGNS","BLACK HAWK",41327
"41328","University of Northern Iowa","DIRECTOR OF DEVELOPMEN","BLACK HAWK",41328
"41329","University of Northern Iowa","DIRECTOR OF DEVELOPMEN","BUCHANAN",41329
"41330","University of Northern Iowa","DIRECTOR OF DEVELOPMEN","DALLAS",41330
"41331","University of Northern Iowa","DIRECTOR OF DEVELOPMEN","LINN",41331
"41332","University of Northern Iowa","DIRECTOR OF DEVELOPMEN","TAMA",41332
"41333","University of Northern Iowa","DIRECTOR OF DINING SER","BLACK HAWK",41333
"41334","University of Northern Iowa","DIRECTOR OF DINING SER","STORY",41334
"41335","University of Northern Iowa","DIRECTOR OF EDUCATION","BREMER",41335
"41336","University of Northern Iowa","DIRECTOR OF ELECTRONIC","GRUNDY",41336
"41337","University of Northern Iowa","DIRECTOR OF FINANCE","BREMER",41337
"41338","University of Northern Iowa","DIRECTOR OF FINANCE UN","BREMER",41338
"41339","University of Northern Iowa","DIRECTOR OF FINANCIAL","BLACK HAWK",41339
"41340","University of Northern Iowa","DIRECTOR OF FINANCIAL","GRUNDY",41340
"41341","University of Northern Iowa","DIRECTOR OF FOOTBALL O","BREMER",41341
"41342","University of Northern Iowa","DIRECTOR OF FOOTBALL O","JACKSON",41342
"41343","University of Northern Iowa","DIRECTOR OF GIFT & LEG","BLACK HAWK",41343
"41344","University of Northern Iowa","DIRECTOR OF GRADUATE S","BLACK HAWK",41344
"41345","University of Northern Iowa","DIRECTOR OF MARKETING","BLACK HAWK",41345
"41346","University of Northern Iowa","DIRECTOR OF OPERATIONS","BLACK HAWK",41346
"41347","University of Northern Iowa","DIRECTOR OF OPERATIONS","CLAY",41347
"41348","University of Northern Iowa","DIRECTOR OF PUBLIC REL","BLACK HAWK",41348
"41349","University of Northern Iowa","DIRECTOR OF RESEARCH E","BENTON",41349
"41350","University of Northern Iowa","DIRECTOR OF RESEARCH S","BENTON",41350
"41351","University of Northern Iowa","DIRECTOR OF RESIDENCE","BLACK HAWK",41351
"41352","University of Northern Iowa","DIRECTOR OF RESIDENCE","BREMER",41352
"41353","University of Northern Iowa","DIRECTOR OF RESIDENCE","GRUNDY",41353
"41354","University of Northern Iowa","DIRECTOR OF STEWARDSHI","BLACK HAWK",41354
"41355","University of Northern Iowa","DIRECTOR OF STUDY ABRO","BLACK HAWK",41355
"41356","University of Northern Iowa","DIRECTOR OF SUSTAINABI","BLACK HAWK",41356
"41357","University of Northern Iowa","DIRECTOR OF WOMEN'S BB","SALT LAKE",41357
"41358","University of Northern Iowa","DIRECTOR PLANNED GIVIN","BLACK HAWK",41358
"41359","University of Northern Iowa","DIRECTOR RESEARCH & SP","BLACK HAWK",41359
"41360","University of Northern Iowa","DIRECTOR RISK MANAGEME","BLACK HAWK",41360
"41361","University of Northern Iowa","DIRECTOR TECHNOLOGY SY","BLACK HAWK",41361
"41362","University of Northern Iowa","DIRECTOR UNI EVENTS CO","BLACK HAWK",41362
"41363","University of Northern Iowa","DIRECTOR, CMS","BLACK HAWK",41363
"41364","University of Northern Iowa","DIRECTOR, RBC & ENTREP","ATHENS",41364
"41365","University of Northern Iowa","DIRECTOR, RBC & ENTREP","BLACK HAWK",41365
"41366","University of Northern Iowa","DIRECTOR, STUDENT SUCC","BLACK HAWK",41366
"41367","University of Northern Iowa","DISABILITIES SERVICES","BLACK HAWK",41367
"41368","University of Northern Iowa","DISABILITY SPECIALIST","BLACK HAWK",41368
"41369","University of Northern Iowa","DISABILITY SPECIALIST","FAYETTE",41369
"41370","University of Northern Iowa","DISPATCHER","CHICKASAW",41370
"41371","University of Northern Iowa","DISPATCHER","DELAWARE",41371
"41372","University of Northern Iowa","DISTANCE EDUCATION COO","BLACK HAWK",41372
"41373","University of Northern Iowa","DISTANCE EDUCATION SUP","BLACK HAWK",41373
"41374","University of Northern Iowa","DOCUMENT CENTER OPERAT","BENTON",41374
"41375","University of Northern Iowa","DOCUMENT CENTER OPERAT","BLACK HAWK",41375
"41376","University of Northern Iowa","DOME CONCERT WORKER","BLACK HAWK",41376
"41377","University of Northern Iowa","DOME CONCERT WORKER","JACKSON",41377
"41378","University of Northern Iowa","DOME CONCERT WORKER","MARION",41378
"41379","University of Northern Iowa","DOME CONCERT WORKER","POLK",41379
"41380","University of Northern Iowa","DOME PARKING","BLACK HAWK",41380
"41381","University of Northern Iowa","DOME PARKING","DADE",41381
"41382","University of Northern Iowa","DOME PARKING","DUBUQUE",41382
"41383","University of Northern Iowa","DOME PARKING","POTTAWATTAM",41383
"41384","University of Northern Iowa","DOME PARKING","SPOKANE",41384
"41385","University of Northern Iowa","DOME WORKER","BLACK HAWK",41385
"41386","University of Northern Iowa","DOME WORKER","BUCHANAN",41386
"41387","University of Northern Iowa","DOME WORKER","CLINTON",41387
"41388","University of Northern Iowa","DOME WORKER","CRAWFORD",41388
"41389","University of Northern Iowa","DOME WORKER","DAKOTA",41389
"41390","University of Northern Iowa","DOME WORKER","DALLAS",41390
"41391","University of Northern Iowa","DOME WORKER","DUBUQUE",41391
"41392","University of Northern Iowa","DOME WORKER","FAYETTE",41392
"41393","University of Northern Iowa","DOME WORKER","GRUNDY",41393
"41394","University of Northern Iowa","DOME WORKER","HOWARD",41394
"41395","University of Northern Iowa","DOME WORKER","HUMBOLDT",41395
"41396","University of Northern Iowa","DOME WORKER","LEE",41396
"41397","University of Northern Iowa","DOME WORKER","PALO ALTO",41397
"41398","University of Northern Iowa","DOME WORKER","PLYMOUTH",41398
"41399","University of Northern Iowa","DOME WORKER","POLK",41399
"41400","University of Northern Iowa","DOME WORKER","WINNESHIEK",41400
"41401","University of Northern Iowa","DONOR RELATIONS ADMINI","BLACK HAWK",41401
"41402","University of Northern Iowa","DRAFTER","BLACK HAWK",41402
"41403","University of Northern Iowa","DRAFTER","BUTLER",41403
"41404","University of Northern Iowa","DRAFTER","DALLAS",41404
"41405","University of Northern Iowa","E PROFESSOR","YELLOWSTON",41405
"41406","University of Northern Iowa","EDITOR","ALLAMAKEE",41406
"41407","University of Northern Iowa","EDITOR","BLACK HAWK",41407
"41408","University of Northern Iowa","EDITOR","CRAWFORD",41408
"41409","University of Northern Iowa","EDITORIAL ASSISTANT I","STORY",41409
"41410","University of Northern Iowa","EDUCATION ASSISTANT","BLACK HAWK",41410
"41411","University of Northern Iowa","EDUCATION ASSISTANT","COOK",41411
"41412","University of Northern Iowa","EDUCATION ASSISTANT","SCOTT",41412
"41413","University of Northern Iowa","EDUCATION ASSISTANT","WEBSTER",41413
"41414","University of Northern Iowa","EDUCATION COORDINATOR","BLACK HAWK",41414
"41415","University of Northern Iowa","EDUCATIONAL COUNSELOR","BLACK HAWK",41415
"41416","University of Northern Iowa","EDUCATIONAL COUNSELOR","BREMER",41416
"41417","University of Northern Iowa","EDUCATIONAL COUNSELOR","LINN",41417
"41418","University of Northern Iowa","EDUCATIONAL COUNSELOR","POLK",41418
"41419","University of Northern Iowa","EDUCATIONAL COUNSELOR/","BLACK HAWK",41419
"41420","University of Northern Iowa","EDUCATIONAL PROJECTS A","BLACK HAWK",41420
"41421","University of Northern Iowa","EDUCATIONAL TECHNOLOGY","BLACK HAWK",41421
"41422","University of Northern Iowa","EDUCATIONAL TECHNOLOGY","BREMER",41422
"41423","University of Northern Iowa","ELECTRICIAN","BLACK HAWK",41423
"41424","University of Northern Iowa","ELECTRICIAN","BREMER",41424
"41425","University of Northern Iowa","ELECTRICIAN","BUTLER",41425
"41426","University of Northern Iowa","ELECTRICIAN HIGH VOLTA","BLACK HAWK",41426
"41427","University of Northern Iowa","ELECTRICIAN HIGH VOLTA","BREMER",41427
"41428","University of Northern Iowa","ELECTRICIAN HIGH VOLTA","CHICKASAW",41428
